age,workclass,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income,age_group
0.042515506897587416,5,9,1.128995981400911,4,0,1,4,1,0.14592530644158153,-0.21867335078526204,-0.07803133106225592,38,0,young
0.8802145135688246,4,9,1.128995981400911,2,3,0,4,1,-0.14750209471045933,-0.21867335078526204,-2.3320595780504254,38,0,middle
-0.033638948254343236,2,11,-0.44043392881734683,0,5,1,4,1,-0.14750209471045933,-0.21867335078526204,-0.07803133106225592,38,0,young
1.1086778790246166,2,1,-1.2251488839264757,2,5,0,2,1,-0.14750209471045933,-0.21867335078526204,-0.07803133106225592,38,0,middle
-0.7951834997736498,2,9,1.128995981400911,2,9,5,2,0,-0.14750209471045933,-0.21867335078526204,-0.07803133106225592,4,0,young
-0.10979340340627389,2,12,1.5213534589554754,2,3,5,4,0,-0.14750209471045933,-0.21867335078526204,-0.07803133106225592,38,0,young
0.804060058416894,2,6,-2.0098638390356043,3,7,1,2,0,-0.14750209471045933,-0.21867335078526204,-2.0816119950517398,22,0,middle
1.032523423872686,4,11,-0.44043392881734683,2,3,0,4,1,-0.14750209471045933,-0.21867335078526204,0.3393813072688866,38,1,middle
-0.5667201343178578,2,12,1.5213534589554754,4,9,1,4,0,1.7534323661107658,-0.21867335078526204,0.7567939456000291,38,1,young
0.27097887235337936,2,9,1.128995981400911,2,3,0,4,1,0.551378808309443,-0.21867335078526204,-0.07803133106225592,38,1,middle
-0.10979340340627389,2,15,-0.04807645126278239,2,3,0,2,1,-0.14750209471045933,-0.21867335078526204,3.261269775586884,38,1,young
-0.6428745894697885,5,9,1.128995981400911,2,9,0,1,1,-0.14750209471045933,-0.21867335078526204,-0.07803133106225592,18,1,young
-1.175955775533303,2,9,1.128995981400911,4,0,3,4,0,-0.14750209471045933,-0.21867335078526204,-0.9128566077245409,38,0,young
-0.49056567916592714,2,7,0.7366385038463464,4,11,1,2,1,-0.14750209471045933,-0.21867335078526204,0.7567939456000291,38,0,young
-0.33825676886206585,2,5,-2.4022213165901687,2,13,0,0,1,-0.14750209471045933,-0.21867335078526204,0.3393813072688866,25,0,young
-1.0236468652294417,4,11,-0.44043392881734683,4,4,3,4,1,-0.14750209471045933,-0.21867335078526204,-0.4954439693933984,38,0,young
-0.49056567916592714,2,11,-0.44043392881734683,4,6,4,4,1,-0.14750209471045933,-0.21867335078526204,-0.07803133106225592,38,0,young
